difficulty,question,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation,concept_key,aspect_key,source_path
hard,Why does Ethernet use CRC in the FCS trailer rather than a simple byte checksum?,CRC is computed faster on modern silicon than a checksum,CRC provides stronger mathematical error detection catching more burst error patterns than a simple sum,CRC is required by the IPv6 specification for frame validation,CRC also encrypts the frame payload for confidentiality,B,CRC (Cyclic Redundancy Check) uses polynomial division to detect a wider range of bit errors than a simple additive checksum.,crc/fcs role,frame-level corruption detection,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 2 - Ethernet Frame Structure/CRC Error Detection.md
hard,What is the fundamental operational difference between CSMA/CD and CSMA/CA?,CD is used on wireless; CA is used on wired Ethernet,CD detects collisions after they occur and backs off; CA tries to avoid collisions before transmitting,CD is used only on fiber links; CA applies to copper,The two mechanisms are functionally identical in modern networks,B,CSMA/CD is reactive — it detects collisions after they happen. CSMA/CA is proactive — it listens and waits before sending.,csma/cd,collision handling model for shared half-duplex ethernet media,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 3 - CSMA-CD and CSMA-CA/CSMA-CD.md
hard,Why is multicast more efficient than broadcast for video streaming to a subset of devices?,Multicast sends fewer bytes per stream than unicast,Multicast targets only subscribed receivers reducing unnecessary traffic on the network,Multicast is limited to 10 Mbps so routers throttle it,Multicast requires a dedicated VLAN which isolates it,B,Multicast delivers to a defined group — devices not subscribed never receive the frames; broadcast hits everyone.,multicast,one sender to selected group,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 1 - Unicast
hard,In the TCP/IP model which layer encapsulates the OSI Data Link and Physical layers together?,Application,Transport,Internet,Network Access,D,TCP/IP Network Access (also called Link) layer covers the functions of both OSI Layer 1 and Layer 2.,network access mapping,tcp/ip network access maps to osi data link + physical,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 3/Week 3 Notes.md
hard,Which part of an Ethernet frame does a NIC inspect first to decide whether to process or discard it?,FCS trailer,Source MAC address,Destination MAC address,Type/Length field,C,The NIC reads the Destination MAC first — if it doesn't match the device's MAC or a broadcast it discards the frame.,ethernet frame structure,destination mac; source mac; type/length; payload; fcs,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 2 - Ethernet Frame Structure/Frame Fields.md
hard,What makes CSMA/CA's random backoff strategy effective at reducing repeated wireless collisions?,It assigns fixed priority slots so no two devices transmit together,Randomizing wait times makes it statistically unlikely that two devices retry at exactly the same moment,It uses a shared token to grant transmission rights,It disables transmission for all other devices until the collision is resolved,B,Random backoff distributes retry timing so colliding devices don't immediately retransmit simultaneously causing another collision.,csma/ca,collision-avoidance access model used in wireless contexts,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 3 - CSMA-CD and CSMA-CA/CSMA-CA.md
easy,In the TCP/IP model which layer maps directly to the OSI Transport layer?,Application,Internet,Transport,Network Access,C,The TCP/IP Transport layer corresponds directly to OSI Layer 4 — both handle end-to-end delivery between hosts.,transport mapping,tcp/ip transport maps to osi transport,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 3/Week 3 Notes.md
easy,In the TCP/IP model which layer corresponds to the OSI Network layer handling IP routing?,Application,Transport,Internet,Network Access,C,The TCP/IP Internet layer maps to OSI Layer 3 (Network) — both handle IP addressing and routing between networks.,internet mapping,tcp/ip internet maps to osi network,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 3/Week 3 Notes.md
easy,Which delivery mode sends traffic from one sender to a selected group of subscribed receivers?,Broadcast,Unicast,Multicast,Anycast,C,Multicast delivers from one source to a defined group of receivers — not to all (broadcast) and not to just one (unicast).,multicast,one sender to selected group,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 1 - Unicast
medium,When a host needs to deliver a frame to another device on its local segment and knows only the destination IP what does it do first?,Sends a DNS query to find the destination MAC address,Sends an ARP broadcast to the segment asking which device owns that IP and awaits a MAC reply,Opens a TCP connection and reads the source MAC from the handshake,Looks up the destination MAC in the IP routing table,B,ARP broadcasts the target IP — the owning device replies with its MAC address enabling local frame delivery.,arp process,sends ip query and receives mac response on local segment,/home/citadel/Documents/NETC-121/Notes List B - Textbook Content/Textbook 2 - Chapter 1 Protocols and Standards/TCP-IP Protocol Suite.md
medium,What was RARP designed to solve in early networking?,Resolving domain names before DNS was available,Allowing a diskless device to broadcast its MAC address and receive an IP in return (legacy),Translating public IPs to private RFC1918 addresses,Detecting and resolving IP address conflicts on a segment,B,RARP (Reverse ARP) let diskless hosts discover their IP by broadcasting their MAC — it was superseded by DHCP.,rarp concept,reverse request model from mac to ip (legacy context),/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 3/Week 3 Notes.md
medium,In the TCP/IP model the Network Access layer combines which two OSI layers?,Application and Transport,Network and Transport,Data Link and Physical,Session and Presentation,C,TCP/IP Network Access collapses OSI Layer 1 (Physical) and Layer 2 (Data Link) into a single layer.,network access mapping,tcp/ip network access maps to osi data link + physical,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 3/Week 3 Notes.md
easy,What does DHCP stand for?,Dynamic Host Control Protocol,Dynamic Host Configuration Protocol,Distributed Host Connectivity Protocol,Direct Host Configuration Process,B,DHCP = Dynamic Host Configuration Protocol — it automatically assigns IP address; subnet mask; gateway; and DNS to clients.,dhcp purpose,automatic client ip configuration (address; mask; gateway; dns),/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/DHCP and DORA.md
easy,What does the letter D stand for in the DORA process?,Deliver,Discover,Distribute,Designate,B,DORA = Discover; Offer; Request; Acknowledge — the four steps of the DHCP address negotiation.,dora flow,discover; offer; request; acknowledge,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/DHCP and DORA.md
easy,What does DNS resolve?,IP addresses to MAC addresses,Domain names to IP addresses,MAC addresses to port numbers,Hostnames to routing table entries,B,DNS (Domain Name System) translates human-readable domain names into the IP addresses computers use.,dns purpose,name-to-ip resolution at internet and enterprise scale,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/DNS
easy,Which duplex mode allows simultaneous two-way communication with no collisions?,Simplex,Half-duplex,Full-duplex,Broadcast mode,C,Full-duplex allows both devices to send and receive at the same time with separate transmit and receive paths.,duplex model,simplex; half-duplex; full-duplex communication behavior,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/Duplex Modes.md
easy,What is a DHCP lease?,A permanent static IP assignment,A temporary IP assignment that expires after a configured duration,A reservation for a specific MAC address,A DNS entry linking a name to an address,B,A DHCP lease is a time-limited IP assignment — when the timer expires the IP returns to the pool.,dhcp lease timer,duration controls churn and address reuse behavior,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/DHCP and DORA.md
easy,What is network latency measured in?,Megabits per second,Packets per second,Milliseconds,Decibels,C,Network latency is the time delay for data to travel across the network and is measured in milliseconds.,network latency,time delay metric measured in milliseconds,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/Network Latency and Jitter.md
medium,What is jitter in network performance?,The average one-way delay across the network,Variation in packet delay over time affecting real-time traffic,The total bandwidth consumed by active flows,The frame collision rate on a shared segment,B,Jitter is variation in packet arrival times — unlike consistent latency jitter disrupts real-time audio and video.,jitter,packet delay variation affecting real-time traffic quality,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/Network Latency and Jitter.md
medium,What is the purpose of a DHCP reservation?,Assigns the same IP address to all devices on the subnet,Maps a specific MAC address to a fixed IP address for a named device,Prevents any device from receiving an IP automatically,Sets the DHCP lease duration to never expire,B,A reservation ties a fixed IP lease to one specific device's MAC so that device always receives the same address.,dhcp reservation,fixed ip lease tied to device mac,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/DHCP and DORA.md
medium,How does FDM allow multiple signals to share one medium?,By assigning each channel a separate time slot,By separating each channel into distinct frequency bands,By splitting the cable into isolated IP ranges,By dividing the signal into individual collision domains,B,FDM (Frequency Division Multiplexing) dedicates a separate frequency band to each channel for simultaneous transmission.,fdm vs tdm,split by frequency bands vs split by time slots,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/Multiplexing.md
medium,Which Wireshark feature reveals plaintext application data such as HTTP credentials?,Deep packet inspection export,Live packet capture displaying unencrypted protocol payloads,DNS forwarding monitor,DHCP scope inspection panel,B,Wireshark captures live traffic; plaintext protocols like HTTP and Telnet are fully readable in the captured frames.,wireshark workflow,installation; capture; and protocol visibility for packet analysis,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 6 - Wireshark/Live Capture Examples.md
medium,In the DORA process what does the DHCP server send in response to a client's Discover message?,Acknowledge,Discover,Offer,Request,C,The DHCP server responds to a Discover broadcast with an Offer message proposing an available IP address and configuration parameters for the client to accept.,dora flow,discover; offer; request; acknowledge,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/DHCP and DORA.md
medium,In RS-232 serial signaling what voltage level represents binary 0?,Negative voltage,Positive voltage,Zero volts,A light pulse,B,RS-232 uses positive voltage for binary 0 and negative voltage for binary 1 — the reverse of what many expect.,rs-232 console fundamentals,start/stop/parity/data bits; baud rate; signal levels,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/Switch Serial Connections - RS-232.md
hard,What is the functional difference between a DHCP scope and a DHCP reservation?,A scope pins one MAC to one IP; a reservation is a range,A scope defines the full IP pool for a subnet; a reservation pins one MAC to one specific IP within that pool,Reservations require DNS integration; scopes do not,A scope applies only to wireless devices; a reservation applies to wired,B,The scope is the address pool the server can distribute; a reservation is a fixed assignment within that pool for one specific device.,dhcp scope,per-subnet allocation boundaries and options,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/DHCP and DORA.md
hard,What is a DNS forwarder and when is it used?,A local cache that stores recently resolved names,An upstream resolver that handles queries the local DNS server cannot answer,A DNS server that registers new public domain names,A DHCP relay that forwards DNS option 6 to clients,B,A DNS forwarder is configured on a local server to send unresolvable queries to an upstream resolver like 8.8.8.8.,dns forwarder,upstream resolver for unresolved/non-local queries,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/DNS
hard,Why does high jitter cause more harm to VoIP than equivalent high latency?,VoIP requires lower bandwidth than standard data,Consistent delay can be buffered but varying delay causes unpredictable audio gaps and distortion,Jitter only affects UDP while VoIP runs over TCP,Latency beyond 10 ms is inaudible to human hearing,B,A jitter buffer can compensate for consistent latency; random delay variation disrupts playout timing causing choppy audio.,jitter,packet delay variation affecting real-time traffic quality,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/Network Latency and Jitter.md
hard,What is WINS and why is it considered a legacy service?,A Windows wireless NIC configuration tool,A legacy Microsoft NetBIOS name resolution service that preceded modern DNS usage,A firewall policy applied to Windows clients,A DNS forwarder built into Windows Server,B,WINS resolved NetBIOS names in older Windows networks — it has been superseded by DNS in modern environments.,wins context,legacy microsoft name service preceding modern dns usage,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/DNS
hard,How does TDM allow multiple signals to share one medium?,By assigning each channel a separate frequency band,By using separate physical cables for each channel,By allocating each channel a repeating time slot for transmission,By splitting IP address ranges into separate collision domains,C,TDM (Time Division Multiplexing) gives each channel a dedicated time slot in a repeating cycle on the shared medium.,fdm vs tdm,split by frequency bands vs split by time slots,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/Multiplexing.md
hard,How does binary addressing directly support subnet mask design?,Binary is only used to convert between hexadecimal and decimal,Subnet masks work in binary — network bits are 1s and host bits are 0s so the bit boundary defines the subnet split,Binary addressing replaces classful subnet masks entirely,Subnetting calculations require decimal notation not binary,B,Subnet masks are 32-bit binary values; setting network bits to 1 and reading the boundary between 1s and 0s defines the subnet.,binary addressing foundation,bit values define network/host boundaries in subnetting,/home/citadel/Documents/NETC-121/Notes List B - Textbook Content/Textbook 2 - Chapter 3 IP Addressing and Subnetting/Binary
easy,What is the key difference between dynamic and static IP addressing?,Dynamic IPs are permanent; static IPs reset on each reboot,Dynamic IPs are assigned automatically by DHCP; static IPs are configured manually on the device,Dynamic IPs are only used on servers; static IPs are for clients only,Static IPs require DHCP to allocate them to a device,B,DHCP assigns dynamic IPs from a pool automatically; static IPs are entered manually and never change.,dynamic vs static ip,pooled assignment vs manually fixed settings,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 4 - DHCP/Dynamic IP.md
easy,What is a DHCP scope?,The maximum duration of a DHCP lease before renewal,The MAC address tied to a DHCP reservation entry,The range of IP addresses a DHCP server can assign on a subnet,The default gateway address given to all DHCP clients,C,A DHCP scope defines the IP address pool available for assignment on a specific subnet.,dhcp scope,per-subnet allocation boundaries and options,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/DHCP and DORA.md
easy,What is simplex communication?,Two-way communication that alternates direction like a walkie-talkie,Communication that flows in one direction only permanently,Simultaneous two-way communication with no collisions,Encrypted one-way communication,B,Simplex is permanently one-directional — like a broadcast TV signal; the receiver has no way to send back.,duplex model,simplex; half-duplex; full-duplex communication behavior,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/Duplex Modes.md
easy,What characterizes half-duplex communication?,One-direction only transmission permanently,Simultaneous two-way communication with no collisions,Two-way communication but only one direction can transmit at a time,Encrypted bi-directional communication,C,Half-duplex allows both directions but only one at a time — like a walkie-talkie where parties take turns.,duplex model,simplex; half-duplex; full-duplex communication behavior,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/Duplex Modes.md
easy,What does multiplexing allow on a network medium?,Multiple collision domains to merge into one broadcast domain,Multiple data streams to share a single physical medium simultaneously,IP addresses to be reused across different subnets without NAT,DNS queries to be resolved locally without contacting a server,B,Multiplexing lets multiple independent streams share one physical medium at the same time.,multiplexing principle,multiple data streams share one medium,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/Multiplexing.md
medium,What does an FQDN uniquely identify in DNS?,The type of DNS record used for a specific host,An exact host by combining its hostname label with the full domain hierarchy,The IP address assigned to the authoritative DNS server,A private IP range reserved for internal use,B,An FQDN (Fully Qualified Domain Name) specifies a host precisely — hostname + domain path (e.g. mail.example.com).,fqdn model,host label + domain hierarchy identifies exact target,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/DNS
medium,What is the correct order of the DNS hierarchy from top to bottom?,Host → Domain → TLD → Root,Root → TLD → Domain → Host/Subdomain,Domain → Root → TLD → Host,TLD → Root → Domain → Host,B,DNS resolves from Root at the top down through TLD then domain labels to the specific host or subdomain.,dns hierarchy,root; tld; domain; host/subdomain levels,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/DNS
medium,What does an authoritative DNS server provide?,It forwards all queries upstream to another resolver,Definitive answers for the domains it is directly responsible for,Only cached responses received from other DNS servers,IP addresses assigned to devices via DHCP,B,An authoritative server holds the zone data for a domain and gives final answers for records in that zone.,dns server roles,recursive resolution; authoritative responses; and caching,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/DNS
medium,In what scenario would a network still require WINS?,Any modern Windows Server environment with Active Directory,Legacy Windows networks relying on NetBIOS name resolution before DNS was adopted,Whenever public DNS fails to resolve domain names,Any network using CIDR subnetting with private RFC1918 addressing,B,WINS is a legacy Microsoft service for NetBIOS name resolution — modern networks use DNS; WINS is a backward-compatibility remnant.,wins context,legacy microsoft name service preceding modern dns usage,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/DNS
medium,Why would you configure a DNS forwarder on a local DNS server?,To block all external DNS requests from leaving the network,To cache DHCP reservation records for internal hosts,To pass queries the local server cannot resolve to an upstream DNS resolver,To provide authoritative answers for all internet domains,C,A DNS forwarder sends unresolvable queries to an external resolver (e.g. 8.8.8.8) rather than failing the lookup.,dns forwarder,upstream resolver for unresolved/non-local queries,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/DNS
medium,Why is reading subnet masks in binary essential for subnetting?,IP addresses are transmitted as hexadecimal not decimal values,Subnet masks are 32-bit binary values and the 1/0 boundary defines the exact network vs host split,Binary is only needed when converting MAC addresses to decimal,Subnetting is performed entirely in decimal without any binary,B,Subnet masks work in binary — network bits are 1; host bits are 0 — reading the boundary tells you exactly where the subnet splits.,binary addressing foundation,bit values define network/host boundaries in subnetting,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/DHCP and DORA.md
easy,What formula gives the number of usable host addresses in a subnet?,2^n,2^n + 2,2^n - 2,2^(n-1),C,Usable hosts = 2^n - 2 because the network address and broadcast address cannot be assigned to hosts.,usable host math,2^n - 2 model for assignable hosts in subnet,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 7 - Subnetting/Subnetting.md
easy,What does NAT do for devices using private IP addresses?,Assigns DNS names to private devices,Translates private IP addresses into public IPs for internet access,Encrypts all outbound network traffic,Replaces the need for DNS lookups on private networks,B,NAT (Network Address Translation) converts RFC1918 private addresses to a public IP so devices can reach the internet.,nat purpose,private-to-public translation for internet access,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 9 - CIDR and IP Addressing/Public and Private IP Addresses.md
easy,What does an IPv4 address with all host bits set to binary 0 represent?,The first usable host address,The broadcast address for that subnet,The network (subnet) identifier address,The default gateway address,C,All host bits = 0 means the address is the network identifier — it cannot be assigned to a host.,network address rule,host bits all 0 represent subnet identifier,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 7 - Subnetting/Subnetting.md
easy,Which of these IP addresses is publicly routable on the internet?,192.168.1.1,10.0.0.5,172.16.0.1,8.8.8.8,D,8.8.8.8 (Google DNS) is a public IP. The other three are RFC1918 private ranges not routed on the internet.,public vs private ipv4,routable internet space vs rfc1918 internal ranges,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 9 - CIDR and IP Addressing/Public and Private IP Addresses.md
easy,What is the decimal equivalent of the binary value 10000000 as it appears in an IPv4 address or subnet mask?,64,128,192,255,B,Binary 10000000 = 128 (only the 2^7 bit is set: 128+0+0+0+0+0+0+0). This bit pattern appears in IPv4 subnet masks such as 255.128.0.0.,binary place-value math,octet conversion between binary and decimal for subnet calculations,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 8 - Binary Math and Subnetting/Binary Math.md
easy,What mechanism does TCP use to confirm segments have been received?,SYN flags,Acknowledgements (ACKs),UDP datagrams,ICMP Echo Replies,B,TCP sends ACK messages to confirm receipt of segments and triggers retransmission if an ACK is not received.,tcp behavior,reliable sequencing; ack-driven retransmission; and handshake control,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/UDP vs TCP.md
medium,What does CIDR notation replace in classful IPv4 addressing?,The MAC address OUI,Rigid Class A/B/C mask rules with flexible prefix-length notation,The need for a default gateway,ARP broadcasts on subnets,B,CIDR (Classless Inter-Domain Routing) uses /prefix notation allowing any mask length instead of fixed class boundaries.,cidr model,classless prefix-length notation enables flexible subnet sizing,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 9 - CIDR and IP Addressing/CIDR.md
medium,Which transport protocol sends datagrams with no connection setup and no delivery guarantee?,TCP,SCTP,UDP,QUIC,C,UDP is connectionless — it sends datagrams without a handshake ACKs or retransmission making it lightweight but unreliable.,udp behavior,connectionless low-overhead delivery with no reliability guarantees,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/UDP vs TCP.md
medium,What is the role of TTL in an IPv4 packet header?,Sets the packet's QoS priority level,Limits the number of router hops by decrementing at each router until zero causes discard,Identifies which upper-layer transport protocol is encapsulated,Specifies the total length of the IP payload,B,TTL (Time To Live) decrements at each router hop; zero TTL causes the packet to be dropped preventing routing loops.,packet header essentials,ttl; protocol field; addressing; and fragmentation controls,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Packet Headers and Transmission.md
medium,How many usable hosts does a /25 subnet provide?,256,254,128,126,D,A /25 has 7 host bits: 2^7 = 128 minus 2 (network and broadcast) = 126 usable hosts.,usable host math,2^n - 2 model for assignable hosts in subnet,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 8 - Binary Math and Subnetting/Subnetting.md
medium,Which TCP/UDP port number does HTTPS use by default?,80,21,443,25,C,HTTPS uses TCP port 443. HTTP uses port 80; FTP uses 21; SMTP uses 25.,common service ports,protocol-to-port mapping for troubleshooting and filtering,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Ports.md
medium,What is the correct sequence of the TCP three-way handshake?,ACK → SYN → SYN+ACK,SYN → SYN+ACK → ACK,SYN → ACK → FIN,RST → SYN → ACK,B,TCP connection setup follows SYN from client then SYN+ACK from server then ACK from client.,tcp behavior,reliable sequencing; ack-driven retransmission; and handshake control,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/TCP - Flags
hard,What is the broadcast address for the network 192.168.10.0/24?,192.168.10.0,192.168.10.1,192.168.10.254,192.168.10.255,D,Broadcast = all host bits set to 1. For /24 the host portion is the last octet: 11111111 = 255 giving 192.168.10.255.,broadcast address rule,host bits all 1 represent one-to-all delivery in subnet,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 7 - Subnetting/Subnetting.md
hard,Why is subnetting used in network design?,To increase the size of each broadcast domain,To segment networks controlling broadcast scope and improving IP address efficiency,To eliminate the requirement for a default gateway,To replace the classful addressing model entirely,B,Subnetting divides large networks into smaller segments reducing broadcast traffic and improving address space utilization.,subnetting objective,segment networks to control broadcast scope and improve address efficiency,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 7 - Subnetting/Subnetting.md
hard,Which RFC1918 private range provides the largest number of addresses?,192.168.0.0/16,172.16.0.0/12,10.0.0.0/8,169.254.0.0/16,C,10.0.0.0/8 has 24 host bits providing over 16.7 million addresses — the largest of the three RFC1918 private ranges.,public vs private ipv4,routable internet space vs rfc1918 internal ranges,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 9 - CIDR and IP Addressing/Public and Private IP Addresses.md
hard,What does the Protocol field in an IPv4 header identify?,The destination TCP or UDP port number,The upper-layer protocol carried in the payload (e.g. TCP=6; UDP=17; ICMP=1),The version of IP being used,The packet's fragmentation offset value,B,The IPv4 Protocol field tells the receiving host which Layer 4 protocol to hand the payload to for processing.,packet header essentials,ttl; protocol field; addressing; and fragmentation controls,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Packet Headers and Transmission.md
hard,Which error detection mechanism operates at the Ethernet frame level?,TCP checksum in the transport header,IP header checksum in the network header,CRC carried in the Ethernet FCS trailer,MD5 hash of the entire frame,C,The FCS field in the Ethernet frame trailer carries the CRC value used for frame-level integrity checking.,error detection methods,checksum (transport/header) and crc/fcs (frame integrity),/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Error Detection - Checksum and CRC.md
hard,How does IP datagram forwarding differ from circuit-switched networking?,IP datagrams require a pre-established path before any data can flow,Each IP datagram is forwarded independently at each hop and packets may arrive out of order,Circuit switching uses IP addresses; datagrams use MAC addresses,IP datagrams are only used within LANs not across routed networks,B,IP is a connectionless datagram service — each packet is routed independently with no guaranteed ordering or reserved path.,datagram behavior,independent packet forwarding and possible out-of-order arrival,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Packet Headers and Transmission.md
easy,What does a subnet address with all host bits set to binary 1 represent?,The network identifier address,The first usable host address on the subnet,The broadcast address sent to all hosts on the subnet,The default gateway address,C,All host bits = 1 produces the broadcast address — frames sent here are delivered to every host on the subnet.,broadcast address rule,host bits all 1 represent one-to-all delivery in subnet,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 7 - Subnetting/Subnetting.md
easy,What do TCP and UDP port numbers identify?,The physical network interface on a router,The next-hop router in a path,The application or service endpoint at a host,The subnet a host belongs to,C,Port numbers identify which application or service at a host should receive the data — e.g. port 80 = HTTP; port 443 = HTTPS.,port model,tcp/udp port numbers identify application endpoints,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Ports.md
easy,In classful IPv4 the 192.168.x.x address range belongs to which class?,Class A,Class B,Class C,Class D,C,192.168.x.x is in the Class C range (192.0.0.0 to 223.255.255.255) with a default /24 mask.,classful baseline,a/b/c defaults as historical foundation for subnet logic,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Packet Headers and Transmission.md
easy,Why is subnetting used in network design?,To increase broadcast domain size so all devices receive every broadcast,To segment networks into smaller parts controlling broadcast traffic and improving address efficiency,To eliminate the need for a default gateway between network segments,To replace the classful addressing model with CIDR notation,B,Subnetting divides large networks into smaller segments reducing broadcast traffic and making IP address use more efficient.,subnetting objective,segment networks to control broadcast scope and improve address efficiency,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 7 - Subnetting/Subnetting.md
medium,What determines the dividing line between the network portion and host portion of an IPv4 address?,The default gateway IP set in DHCP options,The subnet mask or CIDR prefix length applied to the address,The ARP table entries maintained by the local switch,The DNS server assignment in the DHCP server configuration,B,The subnet mask marks network bits with 1 and host bits with 0 — the prefix length tells you exactly where that boundary falls.,network/host boundary,subnet mask and prefix split determine network id vs host space,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 8 - Binary Math and Subnetting/Subnetting.md
medium,How does ARP locate the MAC address for a destination IP on the local segment?,It sends a DNS query to the local DNS server for the destination's MAC record,It broadcasts an ARP request to all devices on the segment and the owner of that IP replies with its MAC,It opens a TCP connection and reads the source MAC from the SYN packet,It looks up the destination MAC address in the IP routing table,B,ARP broadcasts the target IP to the local segment — only the device that owns that IP sends back a unicast reply with its MAC.,arp operations,resolve local destination mac for ipv4 communication,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 7 - Subnetting/ARP.md
medium,How does IP forward each packet across a routed network?,It reserves a fixed end-to-end path before any data flows,Each packet is forwarded independently at each hop and may take different routes or arrive out of order,IP guarantees in-order delivery using acknowledgements at the network layer,All packets in a flow follow the exact same shortest path,B,IP is connectionless — each datagram is routed independently at every hop with no ordering guarantee.,datagram behavior,independent packet forwarding and possible out-of-order arrival,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Packet Headers and Transmission.md
medium,In what order is data wrapped by headers as it travels down the protocol stack from application to wire?,Data Link → Network → Transport → Application data,Application data → Transport → Network → Data Link → Physical,Network → Transport → Application → Physical,Physical → Data Link → Network → Transport,B,Encapsulation adds a header at each layer going down — Transport wraps application data; Network wraps that; Data Link wraps that.,encapsulation chain,application data wrapped through transport; network; and data-link layers,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/OSI Encapsulation Table.md
medium,What does a recursive DNS resolver do when a client submits a name query?,It provides an authoritative answer directly from its own zone file,It queries multiple DNS servers through the hierarchy on behalf of the client until the name is fully resolved,It caches DHCP lease records and returns the associated hostname,It forwards the query to the client's default gateway for resolution,B,A recursive resolver walks the DNS hierarchy — root; TLD; domain — on the client's behalf until it gets a final answer.,dns functional model,records; zones; resolver behavior; and lookup workflows,/home/citadel/Documents/NETC-121/Notes List B - Textbook Content/Textbook 2 - Chapter 6 DNS and Name Resolution/DNS
medium,Which port number does DNS use for standard name resolution queries?,80,443,25,53,D,DNS uses port 53 — UDP for standard queries and TCP for zone transfers or large responses.,common service ports,protocol-to-port mapping for troubleshooting and filtering,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Ports.md
