difficulty,question,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation,concept_key,aspect_key,source_path
easy,What duplex capability does twinaxial cable support?,Full duplex,Half duplex,Simplex only,Asymmetric only,A,Twinaxial cable supports full duplex communication.,twinaxial cable,full duplex,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.4 - Copper Cabling.md
medium,About how long is twinaxial cable typically limited to?,About 5 meters,About 5 kilometers,About 50 meters,About 500 meters,A,Twinaxial cable is typically limited to about 5 meters.,twinaxial cable,approximate max length,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.4 - Copper Cabling.md
easy,How expensive is twinaxial cable compared with other options?,Low cost,High cost,Cost identical to single mode fiber,Only economical in long range runs,A,Twinaxial cable is described as low cost.,twinaxial cable,low cost,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.4 - Copper Cabling.md
easy,How does twinaxial cable latency compare with twisted-pair cable latency in this material?,Lower latency,Higher latency,The same latency,Latency is not discussed,A,Twinaxial cable is described as having lower latency than twisted-pair cable.,twinaxial cable,lower latency than twisted pair,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.4 - Copper Cabling.md
easy,What part of a building is called the plenum space?,The space above a drop ceiling used for airflow and networking,A locked equipment rack in the server room,A conduit buried underground,A dedicated office for ISP demarcation,A,The plenum space is the area above a drop ceiling used for airflow and networking.,plenum,space above drop ceiling,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.4 - Copper Cabling.md
hard,What jacket material is used for plenum-rated cable?,Fluorinated Ethylene Polymer or low smoke PVC,Standard PVC only,Polyethylene foam only,Braided copper mesh only,A,Plenum-rated cable uses Fluorinated Ethylene Polymer or low smoke PVC.,plenum rated cable,jacket material,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.4 - Copper Cabling.md
easy,How flexible is plenum-rated cable?,Non flexible,Highly flexible,Stretchable under tension only,Retractable,A,Plenum-rated cable is described as non-flexible.,plenum rated cable,non flexible,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.4 - Copper Cabling.md
easy,What jacket material is used for a traditional cable jacket?,PVC,Fluorinated Ethylene Polymer only,Low smoke PVC only,Kevlar,A,A traditional cable jacket uses PVC.,traditional cable jacket,pvc material,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.4 - Copper Cabling.md
easy,How does a traditional cable jacket differ from plenum-rated cable in flexibility and material?,Flexible,Non flexible only in all cases,Only allowed outdoors,Designed only for fiber,A,"A traditional cable jacket is flexible, while plenum-rated cable is described as non-flexible.",traditional cable jacket,flexible,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.4 - Copper Cabling.md
easy,"In a transceiver assembly, where are the transmitter and receiver usually located?",In the same component,In separate racks,In different floors of the building,Only inside a firewall,A,"In a transceiver assembly, the transmitter and receiver are usually in the same component.",transceiver basics,tx and rx same component,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.5 - Network Transceivers.md
easy,What type of modular interface does a network transceiver provide to a device?,A modular interface,A routing protocol,A subnet calculator,A patch panel label,A,A network transceiver provides a modular interface.,transceiver basics,modular interface,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.5 - Network Transceivers.md
easy,How many different types of network transceivers are commonly available?,There are many different types of transceivers,There is only one standard transceiver,Only copper transceivers exist,Transceivers are obsolete,A,There are many different types of network transceivers.,transceiver basics,many types,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.5 - Network Transceivers.md
medium,In transceiver naming what does SFP stand for?,Small form factor pluggable,Serial fiber patch,Secure form port,Switch fabric protocol,A,SFP stands for Small Form-factor Pluggable.,sfp meaning,small form factor pluggable,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.5 - Network Transceivers.md
medium,What speed can an SFP support over fiber or RJ45?,1 Gbit per second,100 Mbit per second,10 Gbit per second only,40 Gbit per second,A,SFP supports 1 Gbit per second over fiber or RJ45.,sfp capability,1 gigabit fiber or rj45,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.5 - Network Transceivers.md
medium,In transceiver naming what does SFP+ stand for?,Enhanced Small Form Factor Pluggable,Extended Secure Fiber Port,Enhanced Switching Fabric Protocol,Embedded Small Fiber Patch,A,SFP+ stands for Enhanced Small Form-factor Pluggable.,sfp plus meaning,enhanced small form factor pluggable,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.5 - Network Transceivers.md
medium,What speed is associated with SFP+?,16 Gbit per second,1 Gbit per second,4 Gbit per second,100 Gbit per second,A,SFP+ supports 16 Gbit per second.,sfp plus speed,16 gigabit rating,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.5 - Network Transceivers.md
easy,Which Ethernet environment is SFP plus is common with?,10 Gigabit Ethernet,Fast Ethernet,Token Ring,Serial WAN links,A,SFP plus is common with 10 Gigabit Ethernet.,sfp plus use,common with 10 gigabit ethernet,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.5 - Network Transceivers.md
medium,In transceiver naming what does QSFP stand for?,Quad Small Form Factor Pluggable,Quick Switching Fiber Port,Quality Service Form Plug,Quad Serial Forwarding Port,A,QSFP stands for Quad Small Form-factor Pluggable.,qsfp meaning,quad small form factor pluggable,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.5 - Network Transceivers.md
hard,How do the channels in a QSFP transceiver add up to total throughput?,Four channel SFP equals four 1 Gbps channels for 4 Gbps total,Two channel SFP equals four 1 Gbps channels,Four channel SFP equals 40 Gbps automatically,One channel SFP equals four 1 Gbps channels,A,A QSFP transceiver provides four 1 Gbps channels for 4 Gbps total throughput.,qsfp throughput,4 channel sfp math,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.5 - Network Transceivers.md
hard,What total throughput do gives for QSFP plus?,Four 10 Gbps channels for 40 Gbps total,Four 1 Gbps channels for 4 Gbps total,One 40 Gbps channel only,Ten 4 Gbps channels for 40 Gbps total,A,QSFP plus as four channel SFP plus which equals 40 Gbps total.,qsfp plus throughput,40 gigabit total,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.5 - Network Transceivers.md
easy,What can a QSFP transceiver extend over fiber?,Four separate links over fiber,One coax segment over copper only,A single VLAN over USB,An IPsec tunnel over serial,A,A QSFP transceiver can extend four separate links over fiber.,qsfp function,extend four links over fiber,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.5 - Network Transceivers.md
easy,In fiber connector terminology what does LC stand for?,Local Connector,Long Coupler,Light Carrier,Link Channel,A,LC stands for Local Connector.,fiber connector,lc meaning,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.6 Fiber Connectors.md
easy,Which layer is the central point of the network in a three-tier architecture?,The core,The access layer,The distribution layer,The demarcation point,A,The core layer is the central point of the network in a three-tier architecture.,three tier architecture,core central point,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.2 - Network Architectures.md
easy,What kinds of resources are placed at the core layer of a three-tier architecture?,Web servers databases and applications,End stations printers and access points,Only patch panels and racks,Only coaxial WAN circuits,A,"Web servers, databases, and applications are placed at the core layer of a three-tier architecture.",three tier architecture,core resources,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.2 - Network Architectures.md
easy,Where is the distribution layer positioned?,At the midpoint between the core and users,At the edge of the internet only,Inside the server rack power plane,Above the transport layer,A,The distribution layer is the midpoint between the core and users.,three tier architecture,distribution midpoint,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.2 - Network Architectures.md
easy,Where do users connect in a three tiered architecture?,At the access layer,At the core only,At the distribution layer only,At the VLAN database,A,Users connect at the access layer.,three tier architecture,access layer user connection,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.2 - Network Architectures.md
easy,Which user-facing devices connect at the access layer of a three-tier architecture?,End stations and printers,Web servers and databases,Only WAN routers,Only transceivers,A,End stations and printers connect at the access layer of a three-tier architecture.,three tier architecture,access layer devices,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.2 - Network Architectures.md
easy,What design change defines a collapsed core architecture?,The core and distribution layers are collapsed together,The access layer is removed entirely,Every server connects directly to the internet,Only one VLAN exists,A,A collapsed core architecture combines the core and distribution layers.,collapsed core architecture,core and distribution collapsed,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.2 - Network Architectures.md
easy,What traffic pattern does east-west traffic describe inside a data center?,Traffic between devices in the same data center,Traffic leaving the data center for the internet,Traffic between two wireless bands,Traffic inside a serial console,A,East-west traffic is traffic between devices in the same data center.,traffic flows,east west data center traffic,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.2 - Network Architectures.md
easy,What performance is expected from east-west traffic inside a data center?,Reliably fast response times,High latency with satellite fallback,Only bursty half duplex performance,No redundancy requirement,A,East-west traffic is expected to have reliably fast response times.,traffic flows,east west fast response,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.2 - Network Architectures.md
easy,What traffic pattern does north-south traffic describe?,Ingress and egress to an outside device,Traffic between leaves and spines only,Traffic inside a single host,Traffic from a NIC to RAM,A,North-south traffic is ingress and egress to an outside device.,traffic flows,north south ingress egress,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.2 - Network Architectures.md
easy,How does north-south traffic differ from traffic that stays inside a data center?,It is traffic that is not in the data center,It only occurs inside the data center,It is limited to multicast,It uses only Layer 1 repeaters,A,North-south traffic is traffic that is not contained within the data center.,traffic flows,north south outside data center,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.2 - Network Architectures.md
easy,In modern network architecture what does SDN stand for?,Software defined networking,Secure device numbering,Switch domain normalization,Serial data network,A,SDN stands for Software Defined Networking.,sdn meaning,software defined networking,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.1 - Software Defined Networking.md
easy,Which network device interfaces belong to the SDN infrastructure layer?,Networking ports on a device that are not serial,The routing table and CAM table,Only virtual machines,The serial management ports,A,The SDN infrastructure layer includes networking ports on a device that are not serial.,sdn layers,infrastructure layer ports,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.1 - Software Defined Networking.md
easy,Which forwarding and switching data structures belong to the SDN control layer on a network device?,The routing table and CAM table,The patch panel and rack labels,Only serial consoles,Only DNS zone files,A,The SDN control layer includes the routing table and the CAM table.,sdn layers,control layer examples,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.1 - Software Defined Networking.md
easy,"Which network device interfaces belong to the SDN application layer, also called the management plane?",The serial management ports on a device,The copper patch cables,Only optical wavelengths,The DHCP scope,A,"The SDN application layer, also called the management plane, includes serial management ports on a device.",sdn layers,application management plane example,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.1 - Software Defined Networking.md
easy,In wide-area networking what does SD-WAN stand for?,Software defined networking in a wide area network,Secure distributed wireless access node,Serial data wide area network,Switch driven web application network,A,SD-WAN stands for software-defined networking in a wide area network.,sd wan meaning,software defined networking wan,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.1 - Software Defined Networking.md
easy,How do casually describe SD WAN?,Uploading data and services to the internet,Replacing every router with a modem,Only managing printers remotely,Turning IPv4 into IPv6,A,SD WAN as basically uploading data and services to the internet.,sd wan description,data and services to internet,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.1 - Software Defined Networking.md
easy,In SD-WAN traffic management what does application-aware routing mean?,The WAN knows what application is in use,The WAN ignores applications entirely,The WAN only recognizes IP addresses,The WAN can only carry voice traffic,A,Application-aware means the WAN knows which application is in use.,sd wan feature,application aware,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.1 - Software Defined Networking.md
easy,How does an application-aware SD-WAN make routing decisions for network traffic?,It makes routing decisions,It disables routing decisions,It converts every link into a VLAN,It only updates DNS,A,An application-aware SD-WAN makes routing decisions based on the application in use.,sd wan feature,application aware routing decisions,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.1 - Software Defined Networking.md
easy,How does zero-touch provisioning change remote network equipment deployment?,Remote equipment is automatically configured,Every port requires manual setup,Only local console access is allowed,No configuration files are used,A,Zero-touch provisioning means remote network equipment is automatically configured.,sd wan feature,zero touch provisioning,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.1 - Software Defined Networking.md
easy,How does an SD-WAN choose the best path for application traffic?,Application traffic uses the most optimal path,Application traffic is always pinned to one static path,Application traffic ignores network health,Application traffic can use only MPLS,A,An SD-WAN sends application traffic over the most optimal path.,sd wan feature,optimal path selection,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.1 - Software Defined Networking.md
easy,What network conditions can change the selected SD-WAN path?,Traffic patterns and network health,Only the patch cable color,Only the DNS server vendor,Only the optical connector type,A,Traffic patterns and network health can change the selected SD-WAN path.,sd wan feature,path changes with traffic and health,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.1 - Software Defined Networking.md
easy,In an SD-WAN design what does transport-agnostic networking mean?,The underlying network can be any type,Only fiber may be used underneath,Only MPLS transports are supported,Transport protocols are disabled,A,Transport-agnostic means the underlying network can be any type.,sd wan property,transport agnostic,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.1 - Software Defined Networking.md
easy,What management approach is used when SD-WAN policies are controlled from one place?,Central policy management,Independent policy per patch panel only,Only local serial management,Manual policy by end user,A,Central policy management is used when SD-WAN policies are controlled from one place.,sd wan property,central policy management,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.1 - Software Defined Networking.md
easy,How is central policy management performed in an SD-WAN deployment?,Management on a single console,Management across four unrelated consoles only,Management only by CLI on each branch,Management only during outages,A,Central policy management is carried out through management on a single console.,sd wan property,single console management,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.1 - Software Defined Networking.md
easy,In data center networking what does DCI stand for?,Data Center Interconnect,Distributed Cloud Interface,Direct Client Ingress,Digital Circuit Integration,A,DCI stands for Data Center Interconnect.,dci meaning,data center interconnect,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.2 - Virtual Extensible LAN.md
easy,"What main networking job does data center interconnect, or DCI, perform?",Connect multiple data centers together,Replace every VLAN with a VPC,Convert serial links to fiber,Provide local loopback testing,A,The main job of data center interconnect is connecting multiple data centers together.,dci purpose,connect multiple data centers,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.2 - Virtual Extensible LAN.md
easy,What customer-network segmentation function can DCI provide in addition to linking data centers?,Connect and segment different customer networks,Only route private addresses to the internet,Replace all storage networks,Eliminate the need for subnets,A,DCI can connect and segment different customer networks.,dci purpose,segment customer networks,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.2 - Virtual Extensible LAN.md
easy,In data center networking what does VXLAN stand for?,Virtual Extensible LAN,Virtual Extended Loopback Access Network,Verified External LAN,Variable Exchange LAN,A,VXLAN stands for Virtual Extensible LAN.,vxlan meaning,virtual extensible lan,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.2 - Virtual Extensible LAN.md
easy,What deployment scale is VXLAN designed for compared with a VLAN?,It is like a VLAN but designed for large service providers,It is only a replacement for VPC endpoints,It is identical to IPsec,It is a copper connector standard,A,"VXLAN is similar to a VLAN, but it is designed for large service-provider environments.",vxlan comparison,like vlan for providers,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.2 - Virtual Extensible LAN.md
easy,VXLAN is more akin to which technology?,A VLAN,A VPC,A SAN,A firewall,A,VXLAN is more akin to a VLAN than a VPC.,vxlan comparison,more like vlan than vpc,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.2 - Virtual Extensible LAN.md
easy,What connector format does RJ-11 use?,6P2C,8P8C,BNC,LC,A,RJ-11 uses the 6P2C connector format.,rj11 connector,6p2c,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.5.7 - Copper Connectors.md
easy,What connector format does RJ-45 use?,8P8C,6P2C,ST,MPO,A,RJ-45 uses the 8P8C connector format.,rj45 connector,8p8c,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.5.7 - Copper Connectors.md
easy,In connector terminology what does BNC stand for?,Bayonet Connector,Broadband Network Coupler,Baseband Node Connector,Bridged Network Cable,A,BNC stands for Bayonet Connector.,bnc connector,bayonet connector,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.5.7 - Copper Connectors.md
easy,Which two surnames are used in the longer BNC name?,Neill and Concelman,Shannon and Turing,Bell and Edison,Faraday and Maxwell,A,The longer BNC name uses the surnames Neill and Concelman.,bnc connector,neill concelman,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.5.7 - Copper Connectors.md
easy,Paul Neill is associated with which organization?,Bell Labs,CompTIA,Corning,IEEE,A,Paul Neill is associated with Bell Labs.,bnc connector,paul neill bell labs,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.5.7 - Copper Connectors.md
easy,Carl Concelman is associated with which company?,Amphenol,Bell Labs,Cisco,Juniper,A,Carl Concelman is associated with Amphenol.,bnc connector,carl concelman amphenol,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.5.7 - Copper Connectors.md
easy,What role did Paul Neill and Carl Concelman have in the BNC name?,Both were involved,Both created RJ 45,They designed Ethernet frames,They built the first firewall,A,Paul Neill and Carl Concelman were both involved in the BNC name.,bnc connector,paul and carl involved,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.5.7 - Copper Connectors.md
easy,Which WAN link type uses BNC connections?,Twinax and DS3 WAN links,Only DSL phone lines,Only WiFi 6E access points,Only fiber channel SANs,A,DS3 WAN links use BNC connections.,bnc connector,common uses,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.5.7 - Copper Connectors.md
easy,How does a BNC connector lock a cable connection into place?,Secure connections,Loose push fit connections,Software defined connections,Only temporary lab connections,A,A BNC connector secures a cable connection with a twist-and-lock mechanism.,bnc connector,secure connections,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.5.7 - Copper Connectors.md
easy,What physical action locks a BNC connector into place?,Twist and lock it in place,Press and release a tab,Slide it straight in without rotation,Solder it permanently,A,A BNC connector is locked into place by twisting and locking it.,bnc connector,twist and lock,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.5.7 - Copper Connectors.md
easy,In a spine and leaf architecture where are the spine switches located?,At the top,In the middle,At the access edge only,Only outside the data center,A,"In a spine-and-leaf architecture, the spine switches are at the top.",spine leaf architecture,spines at top,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.1 Network Topologies.md
easy,In a spine and leaf architecture where are the leaf switches located?,In the middle,At the very top only,Only on the WAN edge,Inside every client endpoint,A,"In a spine-and-leaf architecture, the leaf switches are in the middle.",spine leaf architecture,leaves in middle,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.1 Network Topologies.md
easy,How are leaf switches connected to spine switches in a spine-and-leaf topology?,All leaves are connected to all spines,Each leaf connects to only one spine,Leaves never connect to spines directly,Spines connect only to users,A,"In a spine-and-leaf topology, each leaf switch connects to all spine switches.",spine leaf architecture,full leaf to spine connectivity,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.1 Network Topologies.md
easy,What do leaf switches connect to in a spine-and-leaf topology?,Servers,Only other leaves,Only internet edge routers,Only fiber transceivers,A,"In a spine-and-leaf topology, leaf switches connect to servers.",spine leaf architecture,leaves connect to servers,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.1 Network Topologies.md
easy,What device does top-of-rack switching place in every equipment rack?,A leaf switch at the top of the rack,A spine switch in the middle of the rack,A router on the floor,A firewall in every drawer,A,Top-of-rack switching places a leaf switch at the top of every equipment rack.,top of rack switching,leaf at top of rack,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.1 Network Topologies.md
easy,What cabling-simplicity benefit does top-of-rack switching provide?,It keeps cabling simple,It removes all switching cost,It eliminates redundancy,It requires no uplinks,A,Top-of-rack switching provides simpler cabling.,top of rack switching,simple cabling,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.1 Network Topologies.md
easy,What redundancy-related cabling benefit does top-of-rack switching provide?,It keeps cabling redundant,It forces single points of failure,It removes east west traffic,It disables virtualization,A,Top-of-rack switching provides redundant cabling paths.,top of rack switching,redundant cabling,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.1 Network Topologies.md
easy,What speed-related cabling benefit does top-of-rack switching provide?,It keeps cabling fast,It guarantees low bandwidth,It only supports half duplex,It adds satellite latency,A,Top-of-rack switching provides fast cabling paths.,top of rack switching,fast cabling,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.1 Network Topologies.md
easy,What cost-related disadvantage can a spine-and-leaf topology introduce?,Additional switches may be costly,Leaves cannot connect to servers,Only one rack can be supported,It cannot be redundant,A,"A spine-and-leaf topology can require additional switches, which may increase cost.",spine leaf architecture,additional switch cost,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.1 Network Topologies.md
medium,Which circuit types are common point-to-point WAN connections?,T1 or T3 connections,Only OC 192 rings,Only WiFi backhauls,Only VPN tunnels,A,T1 and T3 are common point-to-point WAN connections.,point to point links,t1 or t3 examples,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.1 Network Topologies.md
medium,Which wireless standard uses both 2.4 GHz and 5 GHz and is also called WiFi 4?,802.11n,802.11g,802.11ac,802.11ax,A,802.11n is also called WiFi 4 and uses both 2.4 GHz and 5 GHz.,wifi standard,80211n frequencies,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,What maximum theoretical link rate range does 802.11n support?,72 to 600 Mbit per second,6 to 54 Mbit per second,433 to 6933 Mbit per second,1376 to 46120 Mbit per second,A,802.11n supports a maximum theoretical link rate range of 72 to 600 Mbit per second.,wifi standard,80211n speed,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,Which frequency band does 802.11ac use?,5 GHz,2.4 GHz,6 GHz,2.4 GHz and 6 GHz only,A,802.11ac uses the 5 GHz band.,wifi standard,80211ac frequency,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,What maximum theoretical link rate range does 802.11ac support?,433 to 6933 Mbit per second,72 to 600 Mbit per second,6 to 54 Mbit per second,574 to 9608 Mbit per second,A,802.11ac supports a maximum theoretical link rate range of 433 to 6933 Mbit per second.,wifi standard,80211ac speed,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,Which wireless standard is also called WiFi 6 and 6E?,802.11ax,802.11ac,802.11be,802.11n,A,802.11ax is also called WiFi 6 and 6E.,wifi generation,80211ax wifi 6 6e,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,Which frequency bands does 802.11ax use?,2.4 GHz and 5 GHz and 6 GHz,2.4 GHz only,5 GHz only,5 GHz and 60 GHz,A,"802.11ax uses the 2.4 GHz, 5 GHz, and 6 GHz bands.",wifi standard,80211ax frequencies,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,What maximum theoretical link rate range does 802.11ax support?,574 to 9608 Mbit per second,433 to 6933 Mbit per second,72 to 600 Mbit per second,1376 to 46120 Mbit per second,A,802.11ax supports a maximum theoretical link rate range of 574 to 9608 Mbit per second.,wifi standard,80211ax speed,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,Which wireless standard is also called WiFi 7?,802.11be,802.11ax,802.11ac,802.11n,A,802.11be is also called WiFi 7.,wifi generation,80211be wifi 7,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,Which frequency bands does 802.11be use?,2.4 GHz and 5 GHz and 6 GHz,2.4 GHz only,5 GHz only,6 GHz only,A,"802.11be uses the 2.4 GHz, 5 GHz, and 6 GHz bands.",wifi standard,80211be frequencies,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,What maximum theoretical link rate range does 802.11be support?,1376 to 46120 Mbit per second,574 to 9608 Mbit per second,433 to 6933 Mbit per second,72 to 600 Mbit per second,A,802.11be supports a maximum theoretical link rate range of 1376 to 46120 Mbit per second.,wifi standard,80211be speed,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
easy,How are 4G and LTE positioned relative to GSM and CDMA cellular providers?,As a converged standard,As a fiber only standard,As a coaxial signaling standard,As a Layer 1 clock standard,A,4G and LTE are described as a converged standard across GSM and CDMA cellular providers.,cellular evolution,converged standard,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
easy,What earlier technologies are 4G and LTE said to be based on?,GSM and EDGE,GRE and IPSec,ATM and Frame Relay,RJ11 and RJ45,A,4G and LTE are based on GSM and EDGE.,cellular evolution,based on gsm and edge,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,What data rate is associated with LTE?,150 Mbit per second,300 Mbit per second,10 Gbit per second,100 Mbit down and 5 Mbit up,A,LTE provides 150 Mbit per second.,cellular technology,lte speed,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,What data rate is associated with LTE Advanced?,300 Mbit per second,150 Mbit per second,10 Gbit per second,54 Mbit per second,A,LTE Advanced provides 300 Mbit per second.,cellular technology,lte advanced speed,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,What peak speed is associated with 5G?,10 Gbit per second,300 Mbit per second,150 Mbit per second,40 Gbit per second,A,5G provides a peak speed of 10 Gbit per second.,cellular technology,5g top speed,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,What everyday throughput range is associated with 5G?,100 to 900 Mbit per second,1 to 11 Mbit per second,6 to 54 Mbit per second,433 to 6933 Mbit per second,A,5G provides an everyday throughput range of 100 to 900 Mbit per second.,cellular technology,5g typical range,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,What download speed is associated with satellite internet service?,100 Mbit per second down,5 Mbit per second down,300 Mbit per second down,10 Gbit per second down,A,Satellite internet service provides 100 Mbit per second down.,satellite service,download speed,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,What upload speed is associated with satellite internet service?,5 Mbit per second up,100 Mbit per second up,300 Mbit per second up,54 Mbit per second up,A,Satellite internet service provides 5 Mbit per second up.,satellite service,upload speed,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
