difficulty,question,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation,concept_key,aspect_key,source_path
medium,What is the purpose of encapsulation as data travels down the OSI layers?,Each layer compresses the data to reduce total transmission size,Each layer adds its own header (and sometimes trailer) to the data providing addressing; error detection; and control information for that layer's function,Each layer encrypts the data adding a security token at each step,Each layer removes one byte of data to fit within the maximum frame size,B,As data travels down the OSI stack each layer wraps it with a header containing information it needs: Transport adds port numbers; Network adds IP addresses; Data Link adds MAC addresses and FCS. This is encapsulation.,layer direction model,transmit path goes down stack; receive path goes up stack,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,Why did RARP fail to scale and get replaced by DHCP?,RARP required too many IP addresses making it unsuitable for large networks,RARP used TCP which was slower than the UDP DHCP uses,RARP only provided an IP address with no gateway or DNS info and required a RARP server on every subnet because its broadcasts could not cross routers,RARP was never standardized so it only worked on Cisco equipment,C,RARP limitations: (1) only returned an IP address — no subnet mask; default gateway; or DNS; (2) used Layer 2 broadcasts so a RARP server was needed on every subnet — not scalable. BOOTP and later DHCP provided IP; mask; gateway; and DNS with relay agent support.,rarp function,legacy reverse mapping from mac to ip request model,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,What is the difference between de facto and de jure standards in networking?,De facto standards are faster; de jure standards are more secure,A de jure standard is formally published by a recognized body like IEEE or IETF; a de facto standard emerged through widespread adoption in practice without a formal standardization process,De facto standards are always proprietary; de jure standards are always open source,There is no meaningful difference — both have the same legal and technical weight,B,"De jure (Latin: ""by law""): formally ratified by a recognized body (e.g. 802.3 by IEEE). De facto (Latin: ""by fact""): widely adopted through market dominance even without formal ratification. TCP/IP began as a de facto standard before formal recognition.",standard definition,formal published specification enabling interoperability,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,A packet arrives at a router with destination IP 10.20.30.5. The router has no route to that network in its routing table. What does it do?,It broadcasts an ARP request to all connected segments to find the destination,It discards the packet and may send an ICMP Destination Unreachable message back to the source,It forwards the packet to the MAC broadcast address FF:FF:FF:FF:FF:FF,It caches the destination IP and tries again after 30 seconds,B,When a router has no matching route and no default route it drops the packet. It typically sends an ICMP Type 3 (Destination Unreachable) back to the source host. A Layer 3 router cannot forward what it cannot route.,layer-3 role,routers move packets between lans using ip addressing,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,What is the key reason classful IPv4 addressing was replaced by CIDR (classless) addressing?,Classful addressing only worked on IPv6 networks,The rigid Class A/B/C boundaries caused massive address waste — a company needing 500 hosts was forced into a Class B block (65534 addresses) wasting over 65000 addresses,Classful addresses could not be used with private RFC1918 ranges,CIDR eliminated the need for subnet masks which classful addressing required,B,Classful addressing assigned entire Class A; B; or C blocks with no flexibility. A 500-host network required a Class B (/16) wasting 65000+ addresses. CIDR's /prefix notation allows precisely sized subnets matching actual needs.,classful addressing model,a/b/c ranges and default masks,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,A frame arrives at a switch port with a source MAC that is not yet in the switch's MAC table. What does the switch do?,It discards the frame and sends an ARP request to learn the MAC,It records the source MAC in its table and broadcasts the frame to all other ports (flooding),It forwards the frame only to the gateway port,It discards the frame until the ARP cache is updated,B,A switch learns MAC addresses by reading the source MAC of incoming frames and recording the port they arrived on. If the destination MAC is unknown it floods the frame to all ports except the source port.,layer-2 role,switches/nics deliver frames inside a lan using mac addresses,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,What happens at the Physical layer when two devices try to transmit simultaneously on a half-duplex Ethernet link?,The switch arbitrates and queues both transmissions in order,Both signals collide on the wire — the resulting garbled signal is detected by both NICs which then back off and retransmit after a random delay,One device's transmission overwrites the other with no collision detection,The Physical layer buffers both transmissions and sends them sequentially using TDMA,B,Half-duplex Ethernet shared media collision: both electrical signals combine into a garbled waveform. Both sending NICs detect the voltage anomaly (CSMA/CD) and stop transmitting. Each waits a random backoff time then retransmits.,layer-1 role,physical signaling over media/connectors (for example rj-45; copper; fiber),/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,How does the Transport layer (Layer 4) differ from the Network layer (Layer 3) in what it identifies about a communication?,The Transport layer identifies the source and destination networks; Layer 3 identifies the specific application,Layer 3 identifies the source and destination hosts using IP addresses; Layer 4 identifies the specific application or service on those hosts using port numbers,The Transport layer uses MAC addresses; Layer 3 uses port numbers,Both layers use IP addresses but Layer 4 adds VLAN tags,B,Layer 3 (Network) identifies host-to-host routing using IP addresses. Layer 4 (Transport) identifies application-to-application delivery using port numbers — port 80 for HTTP; port 443 for HTTPS — so multiple applications can communicate simultaneously on the same host.,osi stack overview,application; presentation; session; transport; network; data link; physical,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,What happens to the source and destination MAC addresses when a packet crosses a router boundary?,The source MAC is preserved but the destination MAC is updated at each hop,Both source and destination MAC addresses are replaced at each router hop with the MACs of the next-hop interfaces on that link segment,MAC addresses are removed entirely by the router and only IP addresses are used beyond the first router,Both MAC addresses are preserved end-to-end from source to final destination,B,MAC addresses are hop-local. At each router the incoming frame is stripped of its Layer 2 header. The router forwards the packet by creating a new Ethernet frame with its own outgoing interface MAC as the source and the next hop's MAC as the destination.,layer-2 role,switches/nics deliver frames inside a lan using mac addresses,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,Why does a NIC drop frames whose destination MAC does not match its own MAC address?,NICs operate at Layer 3 and discard all Layer 2 frames to process only IP packets,Dropping non-matching frames prevents the host's CPU from being interrupted by traffic not intended for it — only matching frames are passed up the protocol stack,NICs must discard frames to reduce network congestion on the LAN,IEEE 802.3 requires all frames to be discarded after 30 seconds if not acknowledged,B,Every frame on an Ethernet segment reaches every NIC in promiscuous mode — but normal NICs filter by destination MAC. If the MAC doesn't match the NIC's own address (or broadcast/multicast) the NIC discards the frame without involving the CPU.,layer-2 role,switches/nics deliver frames inside a lan using mac addresses,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,What is the purpose of the Data Link layer's error detection (FCS/CRC) compared to IP header checksum?,Both serve the same function and redundantly duplicate effort,The FCS/CRC in the Ethernet trailer checks integrity of the entire frame including the IP payload; the IP checksum covers only the IP header — they check different scopes,The IP checksum is stronger than FCS so FCS is only kept for legacy compatibility,FCS applies only to the MAC address fields; the IP checksum covers the payload,B,The Ethernet FCS (Frame Check Sequence) verifies the entire frame was not corrupted in transit on that link — it is recalculated at each hop. The IP header checksum verifies only the IP header's integrity. These are complementary not redundant checks.,layer-2 role,switches/nics deliver frames inside a lan using mac addresses,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,Which part of the MAC address does a network administrator use to identify the manufacturer of a NIC seen in network traffic logs?,The last 3 bytes,The middle 2 bytes,The first 3 bytes (OUI),The first byte only,C,The OUI (first 3 bytes) uniquely identifies the NIC manufacturer — e.g. 00:50:56 is VMware; 3C:E0:72 is Apple. Network tools and intrusion detection systems use the OUI to identify unknown devices on a network.,mac address structure,48-bit address split into oui (vendor) and nic-specific portions,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,In the OSI model what is the function of peer-layer communication?,Devices at the same OSI layer communicate virtually using headers — the actual data still passes through all lower layers,Two peer devices talk directly without any intermediate layers in the transmission path,Peer communication only occurs at Layer 7 between user applications,Peer layers share a physical direct cable bypassing switches,A,OSI peer communication: Layer N on the sender adds a header with control info; Layer N on the receiver reads and strips that header. The actual bits still traverse every layer below — but logically each layer talks to its peer.,layer direction model,transmit path goes down stack; receive path goes up stack,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,What is the specific role of the Presentation layer (Layer 6) in managing data format differences between systems?,It compresses and encrypts data for transmission across routers,It translates data between different formats — for example converting character encodings from ASCII to EBCDIC — so the receiving application always gets data in a format it understands regardless of the sender's format,It ensures the physical frame format is compatible with the destination NIC's driver,It buffers data in memory when the receiving application is slower than the sender,B,The Presentation layer is the translator. If a Windows host sends UTF-16 text to a Unix host that expects UTF-8 the Presentation layer handles that conversion. It also handles encryption (TLS operates here conceptually) and compression.,osi stack overview,application; presentation; session; transport; network; data link; physical,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,Two hosts on different subnets want to communicate. Host A wants to reach Host B at 10.20.0.5 but Host A's ARP cache has no entry for that IP. What does Host A do first?,Host A sends an ARP broadcast for 10.20.0.5,Host A sends an ARP broadcast for its default gateway's IP address to get the gateway's MAC,Host A sends a DNS query for 10.20.0.5,Host A waits for Host B to send an ARP broadcast first,B,When the destination is on a different subnet Host A does not ARP for the destination IP — it cannot be on the local segment. Host A ARPs for the default gateway's IP instead then sends the packet to the gateway which routes it to the remote subnet.,arp function,resolves ipv4 address to mac address in local network,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,What distinguishes a MAC address from an IP address in terms of how it relates to device location?,MAC addresses encode geographic location; IP addresses encode hardware identity,A MAC address is a permanent hardware identity that stays with the NIC regardless of which network it connects to; an IP address is a logical assignment that changes depending on which network the device is on,Both MAC and IP addresses change each time a device moves to a new network,MAC addresses are temporary; IP addresses are permanent hardware identifiers,B,A MAC is burned into the NIC by the manufacturer — it travels with the hardware. An IP address is assigned based on the network the device connects to — it is a logical address that changes when the device moves.,mac address structure,48-bit address split into oui (vendor) and nic-specific portions,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,Why must an organization producing networking equipment register with IEEE to obtain an OUI?,So their products are assigned Class C addresses automatically,OUI registration ensures each manufacturer has a unique 3-byte vendor prefix so globally no two NICs from different manufacturers ever have the same MAC address,OUI registration is required for equipment to support Wi-Fi transmissions under 802.11 standards,IEEE requires OUI registration to collect annual fees from hardware manufacturers,B,If two NICs on the same network segment had identical MAC addresses switches would not know which port to send frames to. The OUI registry guarantees manufacturer-level uniqueness. Each manufacturer appends their own 3-byte unique NIC identifier making every MAC globally unique.,mac address structure,48-bit address split into oui (vendor) and nic-specific portions,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,At which OSI layer does the IPv4 protocol operate and what does it add to data?,Layer 2 — IP adds MAC addresses for LAN delivery,Layer 3 — IP adds source and destination IP address headers enabling routed delivery across networks,Layer 4 — IP adds port numbers for application identification,Layer 7 — IP adds DNS name resolution headers,B,IPv4 operates at Layer 3 (Network). It adds a 20-byte header containing source IP; destination IP; TTL; and protocol field. This addressing enables routers to make hop-by-hop forwarding decisions across interconnected networks.,layer-3 role,routers move packets between lans using ip addressing,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,What problem does IANA solve by coordinating global IP address allocation?,IANA prevents duplicate protocol version numbers from being published by two vendors,IANA ensures no two organizations are assigned the same public IP address block by acting as the authoritative source of the IP address space,IANA publishes MAC addresses to prevent vendor OUI conflicts on shared Ethernet segments,IANA assigns port numbers to operating systems to prevent TCP port conflicts,B,Without centralized coordination two ISPs could claim the same public IP range. IANA assigns IP blocks to Regional Internet Registries (RIRs) like ARIN and APNIC which distribute them to ISPs and organizations ensuring no overlap in publicly routable address space.,standards bodies,ieee; ietf; iso; and iana roles in networking consistency,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,How does the Session layer (Layer 5) differ from the Transport layer (Layer 4) in managing communication?,The Session layer handles bit-by-bit transmission; the Transport layer handles dialog management,The Transport layer manages reliable byte-stream delivery between two hosts; the Session layer manages dialog control — which side transmits when; and checkpointing for long data transfers so they can resume if interrupted,The Session layer assigns port numbers; the Transport layer establishes sessions,There is no functional difference — the Session layer was eliminated in the TCP/IP model,B,Layer 4 (Transport) ensures data gets from point A to point B reliably. Layer 5 (Session) manages the dialog itself — establishing synchronization checkpoints so if a 2GB file transfer is interrupted it can resume from the last checkpoint rather than starting over.,osi stack overview,application; presentation; session; transport; network; data link; physical,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,A Class A IPv4 block is assigned to a large organization giving it a /8. How many host addresses are theoretically available in a /8 and why might only a fraction be usable?,16777216 total with all 16777216 being usable hosts,16777216 total addresses with 16777214 usable (subtract network address and broadcast),65534 total — Class A only has 16 host bits,131072 total — Class A has 17 host bits,B,A /8 has 32 - 8 = 24 host bits. 2^24 = 16777216 total addresses. Subtract the network address (all zeros) and broadcast (all ones) = 16777214 usable host addresses.,classful addressing model,a/b/c ranges and default masks,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,Why is the 127.0.0.0/8 range reserved and not usable as a routable public address?,127.x.x.x was assigned to the United States military and is classified,The entire 127.0.0.0/8 block is reserved for loopback — any address in this range redirects internally to the host itself; assigning it as a network address would cause all such traffic to loop back instead of being forwarded,The 127.0.0.0 block is a Class A private range equivalent to 10.0.0.0/8,127.0.0.0/8 was reserved for future IPv6 transition mechanisms,B,All 127.x.x.x addresses loop back to the local host — they never leave the machine. RFC 1122 reserves the entire 127.0.0.0/8 range for loopback. Routing this range would serve no purpose since packets would never reach external hosts.,ipv4 examples,private; loopback; and apipa-style formats,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,What is the key distinction between a protocol's syntax and its semantics?,Syntax defines which physical medium the protocol transmits over; semantics defines the speed,Syntax defines the structure and format of messages (how data is arranged in bits and bytes); semantics defines the meaning and rules governing those fields (what each value means and what should happen in response),Syntax is proprietary to each vendor; semantics is standardized by IANA,Protocol semantics are only relevant at Layer 7; syntax is only relevant at Layer 1,B,A protocol specification covers both: syntax (the exact bit/byte layout of messages — field positions; sizes; encodings) and semantics (what each value means — e.g. flag bit 1 set means SYN; sequence number must increment with each byte sent). Both are necessary for correct interoperability.,protocol definition,communication rules for formatting; transmission; and processing,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,What characteristic of MAC addresses makes them useful for Layer 2 forwarding in the local segment even though they are not used in routing between networks?,MAC addresses are global and unique to each NIC making them a reliable identifier for devices on the same local segment without requiring any configuration,MAC addresses are routable across the internet because every NIC has a unique MAC,MAC addresses are dynamically assigned by DHCP making them more flexible than IP addresses for local delivery,MAC addresses encode the subnet which allows switches to automatically sort traffic without a routing table,A,MACs are factory-assigned globally unique identifiers. On the local segment — before ARP resolves the gateway's MAC for remote traffic — the switch uses the destination MAC to deliver the frame to exactly the right port without any configuration. No two legitimate NICs share a MAC.,mac address structure,48-bit address split into oui (vendor) and nic-specific portions,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,How does the OSI model benefit network engineers troubleshooting connectivity problems?,The OSI model automates fault isolation by sending diagnostic packets on behalf of the engineer,The OSI model provides a layered framework for isolating faults — by testing layer by layer (can you ping by IP? can you ping by MAC? is the cable seated?) the engineer systematically narrows the fault to a specific layer rather than checking everything at once,The OSI model only applies during protocol design and is not useful for day-to-day troubleshooting,The OSI model identifies the specific failed hardware component automatically,B,Layered troubleshooting: if ping works (Layer 3 okay) but a web page fails (Layer 7 problem) the engineer knows the issue is not IP connectivity — it's an application or session issue. This prevents wasting time checking cables when the problem is a misconfigured service.,osi stack overview,application; presentation; session; transport; network; data link; physical,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,Which IETF document type defines the official specifications for internet protocols like TCP; HTTP; and DNS?,IEEE 802 series standards,ISO/IEC publications,Request for Comments (RFC) documents,IANA registry tables,C,IETF standards are published as RFC (Request for Comments) documents. RFC 791 defines IPv4; RFC 793 defines TCP; RFC 1034/1035 define DNS. Any engineer can reference RFCs for the authoritative protocol specification.,standards bodies,ieee; ietf; iso; and iana roles in networking consistency,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,In classful IPv4 what range of first-octet values identifies a Class C network and how many host addresses can each Class C network support?,First octet 128–191; 65534 hosts,First octet 1–126; 16 million hosts,First octet 192–223; 254 usable hosts,First octet 224–239; 254 usable hosts,C,Class C: first octet 192–223. Default /24 mask — 8 host bits. 2^8 - 2 = 254 usable hosts. Class C was originally for small organizations needing fewer than 255 hosts on one network.,classful addressing model,a/b/c ranges and default masks,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,What causes the ARP cache to contain multiple entries on a busy host and what practical networking task uses the ARP cache?,The ARP cache holds DNS names mapped to their TTL values,A busy host communicates with many other hosts — each resolved IP-to-MAC mapping is cached; network administrators view the ARP cache to verify which Layer 2 MAC corresponds to each IP on the local segment during troubleshooting,The ARP cache only ever contains a single entry for the default gateway,ARP cache entries are replicated from the DHCP server when a lease is issued,B,Every time a host communicates with a local IP it ARPs once and caches the result. Busy hosts accumulate many entries. Administrators use `arp -a` (Windows/Linux) to inspect the cache — useful for confirming a device's MAC is what you expect or detecting ARP spoofing attacks.,arp table/cache,local database of ip-to-mac mappings maintained by each device,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,"A student says ""IP addresses and MAC addresses serve the same purpose."" What is the precise technical error in this statement?",Both addresses are 32-bit identifiers so the student is essentially correct,IP addresses are hierarchical and location-dependent enabling routing across networks; MAC addresses are flat hardware identifiers for local delivery only — they serve different functions at different OSI layers,The error is that MAC addresses are 32 bits not 48 bits,The error is that IP addresses identify physical ports while MAC addresses identify logical hosts,B,IP addresses (Layer 3) carry routing context — they encode the network hierarchy enabling routers to find the destination. MAC addresses (Layer 2) are flat identifiers used only on the local segment with no routing information. One enables global routing; the other enables local delivery.,ip address purpose,logical identifier used for host/network routing context,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,"When data is described as being ""de-encapsulated"" at the receiving host what process is happening?",The receiver compresses the data before passing it to applications,Each layer strips its own header and/or trailer as the data moves up the stack — the Transport layer removes the port header; the Network layer removes the IP header; and the Data Link layer removes the MAC frame — restoring the original application data,The receiver decrypts all data using the SSL key negotiated at Layer 4,De-encapsulation refers to removing the VLAN tag added at Layer 2 by the sending switch,B,De-encapsulation is the reverse of encapsulation. At each layer on the receiving side the protocol strips the relevant header (and trailer) — the NIC removes the Ethernet frame; IP removes the IP header; TCP removes the segment header — until the raw application data is delivered to the process.,layer direction model,transmit path goes down stack; receive path goes up stack,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,What was RARP's primary technical limitation that made it insufficient as a replacement for manual IP configuration in enterprise networks?,RARP was too slow because it used TCP for the request/response,RARP only provided a device's IP address and could not supply the subnet mask; default gateway; or DNS server — requiring separate protocols for each of the other required configuration values,RARP required the device to already know its own IP before sending a request,RARP could only be used on devices with at least 1 GB of RAM,B,RARP gave devices an IP address in response to broadcasting their MAC — nothing else. Networks also require subnet mask; default gateway; and DNS server. Each of those needed a separate mechanism. BOOTP improved this; DHCP (RFC 2131) solved it completely by providing all configuration in one exchange.,rarp function,legacy reverse mapping from mac to ip request model,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,"If a host determines that a destination IP address is on the local subnet but the destination IP address is missing from the ARP cache, what happens next?",The host sends the packet directly to the default gateway with the gateway's MAC,The host broadcasts an ARP request asking who has IP 192.168.1.50 and waits for the reply before sending,The host sends the packet directly without needing a MAC address,The host queries DNS to find the MAC address for 192.168.1.50,B,Local delivery requires a MAC address. Since 192.168.1.50 is on the same /24 the host broadcasts an ARP request. 192.168.1.50 replies with its MAC. The host caches the MAC then sends the original packet directly to that MAC.,arp function,resolves ipv4 address to mac address in local network,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,What is the difference between an RFC on the Proposed Standard track and an RFC on the Internet Standard track?,Proposed Standard RFCs are written by vendors; Internet Standards are written by governments,A Proposed Standard is published for review and testing; an Internet Standard has been widely implemented reviewed and proven stable over time — it represents the highest level of IETF maturity,Proposed Standards apply only to IPv4; Internet Standards apply only to IPv6,There is no functional difference between a Proposed Standard and an Internet Standard RFC,B,IETF maturity levels: Proposed Standard (early; widely used but may change); Draft Standard (deprecated in modern IETF process); Internet Standard (fully stable; mature; widely deployed). For example TCP (RFC 793) is an Internet Standard. Not all RFCs are standards — many are informational or experimental.,standards bodies,ieee; ietf; iso; and iana roles in networking consistency,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,Why does the receiving device need to run through all seven OSI layers to process an incoming Ethernet frame rather than just reading the data payload directly?,The receiving NIC runs only up to Layer 2 and the CPU reads the rest at Layer 7,Each layer's header contains control information that its corresponding layer must validate and act on before the data can be safely passed upward — skipping layers would mean missing error checks; routing decisions; and port identification,The OSI model only applies to transmission not reception,The receiver processes all 7 layers simultaneously using parallel hardware pipelines,B,Reception: Layer 1 receives bits; Layer 2 checks the FCS error trailer and verifies the destination MAC; Layer 3 checks the IP header and TTL; Layer 4 reads the port number to route to the right application. Each layer must do its job for the data to arrive correctly at the application.,layer direction model,transmit path goes down stack; receive path goes up stack,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,An engineer captures a packet trace and sees ARP requests coming from a single IP address claiming multiple different MAC addresses in quick succession. What security attack does this indicate and what is the OSI layer exploited?,A Layer 3 BGP route injection attack — the attacker is poisoning the routing table,ARP spoofing/poisoning — a Layer 2 attack where an attacker sends gratuitous ARP replies mapping their MAC to a legitimate IP address causing other devices to update their ARP caches and send traffic to the attacker instead of the real host,A Layer 7 DNS poisoning attack — the attacker is mapping hostnames to false IP addresses,A Layer 1 physical jamming attack causing MAC address collision,B,ARP has no authentication mechanism. An attacker sends ARP replies (gratuitous ARPs) claiming their MAC address maps to a legitimate IP (e.g. the default gateway). Victims update their ARP cache and send traffic to the attacker enabling man-in-the-middle interception. This is an inherent Layer 2 protocol vulnerability.,arp function,resolves ipv4 address to mac address in local network,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,Why does the OSI model's separation of Layer 3 (Network) from Layer 2 (Data Link) allow routers to interconnect networks that use fundamentally different Layer 2 technologies?,Routers convert all Layer 2 protocols to Ethernet before forwarding making all links identical,Because Layer 3 (IP) is independent of Layer 2 a router can receive an Ethernet frame on one interface; strip the Layer 2 header; forward the IP packet; and encapsulate it in a completely different Layer 2 frame (e.g. PPP; Wi-Fi; or MPLS) for the next hop,Routers duplicate the Layer 2 header and send it on both interfaces simultaneously,The OSI model requires all Layer 2 technologies to use identical frame formats so routers have nothing to convert,B,IP operates at Layer 3 independent of what Layer 2 carries it. A router strips the incoming Layer 2 frame; reads the IP destination; decides the next hop; then encapsulates the IP packet in whatever Layer 2 technology the outgoing interface uses. This is how IP runs over Ethernet; Wi-Fi; fiber; and cellular on the same path.,layer-3 role,routers move packets between lans using ip addressing,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,What specific design decision in the IPv4 classful addressing scheme caused systematic address space exhaustion even when most allocated addresses went unused?,Classful addressing used variable-length headers causing fragmentation,Organizations received entire Class A or B blocks regardless of actual need — a company with 1000 hosts received a Class B block of 65534 addresses wasting 64534 addresses per allocation; multiplied across thousands of organizations this systematic over-allocation exhausted the 32-bit address space,Classful addressing reserved 50% of all addresses for loopback and APIPA ranges,Addresses were exhausted because classful addressing did not support subnetting,B,The core problem: allocation granularity matched only three block sizes (A/B/C). A 600-host network got a Class B (65534 addresses) wasting 64934. A 3-host network got a Class C (254 addresses) wasting 251. Aggregated globally this waste consumed the 4 billion IPv4 address space decades before the internet's growth rate.,classful addressing model,a/b/c ranges and default masks,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,Why does a switch need to flood an unknown unicast frame to all ports rather than simply dropping it and waiting for another transmission?,Dropping unknown unicast frames would permanently prevent communication with any new device until the switch is rebooted,The switch hasn't yet learned which port the destination MAC is on — flooding ensures the frame reaches the correct device while simultaneously giving the switch the opportunity to learn the destination's port when that device replies,Flooding all ports is more efficient than maintaining a MAC table for large networks,Switches are required by IEEE 802.3 to forward all frames to all ports regardless of the MAC table,B,A switch learns MACs from source addresses of incoming frames — not from destination addresses. When a destination MAC is unknown the switch cannot know which port it's on. Flooding delivers the frame and when the destination device replies the switch learns its port. From that point unicast forwarding begins.,layer-2 role,switches/nics deliver frames inside a lan using mac addresses,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,Why was the 169.254.0.0/16 APIPA range specifically chosen rather than an arbitrary private range for automatic self-configuration?,169.254.0.0/16 was chosen because it overlaps with RFC1918 ranges allowing backward compatibility,APIPA uses the 169.254.0.0/16 range precisely because it is a non-routable link-local range — it prevents these self-assigned addresses from being accidentally routed to the internet or forwarded by routers; keeping broken-DHCP devices isolated to their local segment,APIPA uses 169.254.0.0/16 because it supports the largest number of host addresses of any available range,APIPA was assigned 169.254.0.0/16 because it was the only range not claimed by a registered organization at the time of standardization,B,RFC 3927 defines the 169.254.0.0/16 link-local range. Routers must not forward link-local addresses — they are strictly local. This ensures an APIPA-addressed device (which has failed DHCP) cannot accidentally affect other networks. It also makes 169.254.x.x addresses a diagnostic signal: seeing one means DHCP failed.,ipv4 examples,private; loopback; and apipa-style formats,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,What is the specific failure mode introduced when two devices on the same subnet are accidentally assigned the same IP address?,The switch detects the conflict and physically disables both ports,Both devices respond to ARP requests for that IP address causing other hosts to randomly reach one device or the other — traffic is unpredictably split between two machines causing intermittent connection failures,The DHCP server automatically detects the conflict and assigns a new address within 30 seconds,The router sends a gratuitous ARP clearing the duplicate from the segment,B,IP address conflict: both devices respond to ARP requests for the same IP. The ARP cache on other hosts oscillates between the two MACs depending on which device answered most recently. Results: intermittent connectivity; split sessions; dropped TCP connections; authentication failures. This is why DHCP servers send a ping/ARP probe before issuing an address.,reserved address behavior in subnet,all-zeros host bits = network address; all-ones host bits = broadcast,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,How does encapsulation at the Data Link layer (adding a MAC frame) serve a fundamentally different purpose than encapsulation at the Network layer (adding an IP header)?,Both layers' encapsulation serves identical purposes — they both route traffic to the correct destination,The Data Link frame provides hop-local delivery with error checking for one physical link segment; the IP header provides end-to-end logical addressing for routing across multiple networks — the IP header persists source-to-destination while the MAC frame is replaced at every router hop,The Data Link layer only encapsulates for wireless transmissions while IP encapsulation is used for wired links,The MAC frame is only added at the final destination; the IP header is present for the entire journey,B,MAC framing is link-local — created fresh at each hop for the specific physical medium of that segment; disposed of when the packet reaches the next router. IP addressing is end-to-end — the source and destination IP remain unchanged across all hops. This layered design enables heterogeneous networks to carry IP traffic.,layer direction model,transmit path goes down stack; receive path goes up stack,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,A student argues that the OSI model is obsolete because the internet runs on TCP/IP which has only 4 layers not 7. What is the valid technical response to this argument?,The student is correct — the OSI model was abandoned in 1995 when TCP/IP became dominant,"TCP/IP's 4-layer model collapses some OSI layers but the OSI model's value lies in providing a precise conceptual vocabulary for discussing and troubleshooting specific protocol behaviors — saying ""Layer 2 MAC issue"" or ""Layer 7 application error"" communicates unambiguously where a problem lies even in a TCP/IP world",The OSI model has exactly the same layers as TCP/IP; the student has miscounted,OSI is used only for IPv6 networks while TCP/IP is used for IPv4 networks,B,The OSI and TCP/IP models describe the same underlying concepts — TCP/IP just combines some layers. OSI's 7-layer vocabulary is universally used by network engineers; vendor documentation; and certification exams to precisely specify where protocols operate; where failures occur; and how devices interact. The models are complementary not competing.,osi stack overview,application; presentation; session; transport; network; data link; physical,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
