"difficulty","question","choice_a","choice_b","choice_c","choice_d","correct_choice","explanation","concept_key","aspect_key","source_path"
"medium","When does a host use its default gateway?","For all local traffic","When the destination is not on the local subnet","Only during DHCP","Only when using multicast","B","A host uses its default gateway for remote destinations.","routing fundamentals","default gateway use","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","When does a router use a default route?","When a more specific route is missing","When an ARP entry is missing","Only when DHCP fails","Only on VLAN 1","A","A router uses a default route when no more specific route matches.","routing fundamentals","default route use","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What is a next hop in routing?","The source MAC address","The next router or interface a packet should be sent to","The first DNS server in a list","The switch port with the native VLAN","B","The next hop is the next router or interface in the path.","routing fundamentals","next hop","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What is another common name for the default route on a router?","Root path","Gateway of last resort","Access gateway","Routing bridge","B","The default route is often called the gateway of last resort.","routing fundamentals","gateway of last resort","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What type of route appears automatically when an interface is configured on a router?","Connected route","Floating route","External route","Summarized route","A","A connected route appears automatically when an interface is configured.","routing fundamentals","connected route","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What type of route is manually entered by an administrator?","Connected route","Static route","Default MAC route","Learning route","B","A static route is manually entered by an administrator.","routing fundamentals","static route","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What type of route is learned from a routing protocol?","Connected route","Static route","Dynamic route","Looped route","C","A dynamic route is learned from a routing protocol.","routing fundamentals","dynamic route","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What is route summarization?","Breaking one large route into many small routes","Combining several smaller routes into one larger route","Replacing IP routing with MAC forwarding","Using a default route only","B","Route summarization combines several smaller routes into one larger route.","route summarization","definition","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Why is route summarization useful?","It increases the number of routes in a table","It makes VLAN tags longer","It reduces routing-table size and routing overhead","It turns static routes into MAC addresses","C","Summarization reduces routing-table size and routing overhead.","route summarization","benefits","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What metric does RIP use to compare routes?","Bandwidth","Hop count","Delay only","VLAN ID","B","RIP uses hop count as its metric.","rip","hop count","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Which version of RIP is classful?","RIP v2","RIPng","RIP v1","EIGRP","C","RIP v1 is classful.","rip","version 1 classful","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Which version of RIP includes subnet mask information?","RIP v1","RIP v2","IGRP","ICMP","B","RIP v2 includes subnet mask information.","rip","version 2 subnet masks","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Which routing protocol in the guide is link-state?","RIP","IGRP","OSPF","ARP","C","OSPF is a link-state protocol.","routing protocols","ospf type","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Which routing protocol in the guide is distance-vector?","OSPF","IGRP","STP","ARP","B","IGRP is a distance-vector protocol in the guide comparison.","routing protocols","igrp type","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Which OSI layer is associated with translation encryption and compression?","Session","Presentation","Transport","Network","B","The Presentation layer handles translation encryption and compression.","osi model","presentation functions","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Which OSI layer is responsible for starting and managing sessions between endpoints?","Session","Transport","Application","Data Link","A","The Session layer starts and manages sessions.","osi model","session functions","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Which Transport-layer PDU term is commonly associated with UDP instead of TCP?","Frame","Packet","Datagram","Bit","C","UDP commonly uses the term datagram at the Transport layer.","transport layer","udp datagram","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Why did classful addressing tend to waste addresses?","It used MAC addresses instead of IP addresses","It forced fixed default mask sizes even when organizations needed different network sizes","It prevented use of DNS","It removed the host portion of an address","B","Classful addressing wasted addresses because fixed default mask sizes were less flexible than CIDR.","classful addressing","address waste","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","What does a /8 route require for a match?","The first 8 bits of the destination must match","Any 8 host bits may differ","Only the last 8 bits must match","Exactly 8 routers must exist","A","A /8 route matches the first 8 bits of the destination.","cidr","slash 8 match","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","What does a /16 route require for a match?","Only the last 16 bits must match","The first 16 bits of the destination must match","Exactly 16 hosts must exist","The default gateway must be blank","B","A /16 route matches the first 16 bits of the destination.","cidr","slash 16 match","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","What does a /24 route require for a match?","The host portion must be all zeros","The first 24 bits of the destination must match","The route can only be private","The VLAN must equal 24","B","A /24 route matches the first 24 bits of the destination.","cidr","slash 24 match deeper","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","How many usable host addresses are typically available in a /30 subnet?","1","2","6","14","B","A typical /30 network has 4 total addresses and 2 usable host addresses.","subnetting","slash 30 usable hosts","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Why does a /0 default route match any destination?","Because the first 32 bits must match","Because it requires zero bits to match","Because it always points to the loopback address","Because it uses the broadcast address","B","A /0 route matches any destination because zero bits are required to match.","routing fundamentals","default route match logic","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","What does an APIPA address usually imply about the host's DHCP process?","The host successfully renewed a lease","The host did not receive a DHCP lease and self-assigned an address","The host joined a private VLAN","The host received a static route from DNS","B","An APIPA address usually means DHCP failed and the host self-assigned an address.","dhcp","apipa implication","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","When a destination is on a remote subnet what MAC address does a host usually need on the local link?","The final destination MAC address","The default gateway MAC address","The root bridge MAC address","The DNS server MAC address","B","For a remote subnet the host needs the MAC address of the default gateway on the local link.","routing situations","remote subnet first step","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","When a destination is on the same subnet what MAC address does a host usually need first?","The default gateway MAC address","The root bridge MAC address","The destination host MAC address","The RIP neighbor MAC address","C","For a same-subnet destination the host usually needs the destination host MAC address.","routing situations","same subnet first step","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","What statement correctly compares collision domains and broadcast domains in a switched VLAN network?","A switch port can be its own collision domain while a VLAN remains the broadcast domain","Collision domains and broadcast domains are always identical","Routers expand broadcast domains","A hub creates a separate broadcast domain on each port","A","Switch ports separate collision domains while a VLAN defines the Layer 2 broadcast domain.","switching","collision versus broadcast domains","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Why is a switch considered more efficient than a hub for normal Ethernet traffic?","A switch forwards frames toward the correct MAC destination instead of repeating all traffic out every port","A switch eliminates the need for IP addresses","A switch assigns DNS names locally","A switch disables ARP broadcasts","A","A switch forwards toward the correct MAC destination instead of repeating all traffic everywhere like a hub.","switching","efficiency reason","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Which statement best describes the role of an ARP request?","It maps a MAC address to a switch port","It asks for the MAC address that matches a known IPv4 address on the local network","It builds a routing table for remote networks","It advertises the native VLAN on a trunk","B","An ARP request asks which MAC address matches a known IPv4 address on the local network.","arp","arp request function","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","What alternate name is commonly used for the CAM table on a switch?","ARP cache","Forwarding database","Default route table","Lease scope list","B","The CAM table is also commonly called the forwarding database.","cam table","forwarding database","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","What does the N in the console shorthand 9600 8N1 mean?","Native VLAN","No parity","Network layer","No routing","B","The N in 8N1 means no parity.","console settings","no parity","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","What does the 1 in the console shorthand 9600 8N1 mean?","1 VLAN","1 route","1 stop bit","1 data byte","C","The 1 in 8N1 means 1 stop bit.","console settings","stop bit","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","How long can classic STP take to fully converge into forwarding according to the guide?","About 15 seconds","About 20 seconds","About 30 seconds","About 50 seconds","D","The guide notes that classic STP can take about 50 seconds to fully converge.","stp","classic convergence","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Why can VLANs improve security in a switched network?","They disable all broadcast traffic","They logically separate groups of devices into different broadcast domains","They remove the need for routers","They make every port a trunk","B","VLANs improve security by logically separating groups of devices into different broadcast domains.","vlan","security benefit","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Why can VLANs improve traffic control in a switched network?","They force all traffic to use one VLAN","They keep Layer 2 broadcast scope separated by VLAN","They replace CAM tables with routing tables","They convert all traffic into multicast","B","VLANs improve traffic control because each VLAN has its own broadcast scope.","vlan","traffic control benefit","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Why can a Layer 3 switch remove the need for an external router for inter-VLAN traffic?","It can route between VLANs internally","It disables MAC learning","It converts VLANs into subnets automatically without configuration","It acts like a hub on trunk links","A","A Layer 3 switch can route between VLANs internally.","layer 3 switch","inter-vlan routing benefit","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","What is the main purpose of 802.1Q tags on trunk links?","To encrypt frames between switches","To let the receiving device know which VLAN a frame belongs to","To increase subnet mask length","To assign DHCP leases","B","802.1Q tags identify which VLAN a frame belongs to on trunk links.","trunking","tag purpose","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","What problem can occur if two trunk ports disagree about the native VLAN?","The devices lose their MAC addresses permanently","Traffic can be misclassified between VLANs","The subnet mask becomes invalid","ARP stops working on all VLANs","B","A native VLAN mismatch can cause traffic to be placed in the wrong VLAN context.","trunking","native vlan mismatch","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Which device most often serves as the default gateway for hosts in a VLAN on a multilayer switched network?","A hub uplink port","A switch SVI or routed Layer 3 interface","A CAM table entry","A BPDU guard setting","B","On a multilayer switched network the default gateway is often an SVI or routed Layer 3 interface.","routing fundamentals","default gateway device","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","What is the standard IPv4 notation for the default route?","255.255.255.255/32","127.0.0.1/8","0.0.0.0/0","169.254.0.0/16","C","The standard IPv4 default route notation is 0.0.0.0/0.","routing fundamentals","default route notation","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Why does route summarization usually improve scalability?","It makes routing tables and routing updates smaller","It converts all dynamic routes to static routes","It eliminates the need for default routes","It causes every router to learn more specific networks","A","Summarization improves scalability by reducing routing-table size and update overhead.","route summarization","scalability","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Which capability does RIP v2 add compared with RIP v1?","Support for classless masks and VLSM","Support for link-state topology databases","Replacement of hop count with bandwidth","A requirement to use only default routes","A","RIP v2 adds support for classless masks and VLSM.","rip","v2 improvement","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Which statement correctly compares RIP v1 and RIP v2 delivery style?","RIP v1 uses multicast while RIP v2 uses broadcast","RIP v1 uses broadcast while RIP v2 uses multicast","Both use only unicast","Both use only anycast","B","The guide comparison notes that RIP v1 uses broadcast and RIP v2 uses multicast.","rip","broadcast versus multicast","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Why is OSPF commonly preferred over older distance-vector protocols in larger modern networks?","It is a link-state protocol with a more complete network view and generally faster convergence","It does not use IP addresses","It removes the need for subnetting","It can only run on Layer 2 switches","A","OSPF is commonly preferred because link-state protocols build a fuller topology view and usually converge faster.","ospf","preference reason","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Why is IGRP considered less modern than OSPF in the guide's comparison?","IGRP is a legacy Cisco proprietary distance-vector protocol","IGRP is the only open standard","IGRP is a DHCP extension","IGRP is a MAC-learning protocol","A","The guide frames IGRP as an older Cisco proprietary distance-vector protocol.","igrp","legacy status","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","What do distance-vector routers share with their neighbors?","Full packet captures","Route information with neighbors","Only MAC addresses","Only VLAN IDs","B","Distance-vector protocols share route information with neighbors.","routing theory","distance vector sharing","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","What do link-state routers build from the information they exchange?","A topology map of the network","A CAM table of every port","A DHCP scope database","A native VLAN catalog","A","Link-state routers build a topology map of the network.","routing theory","link state topology map","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Which routing approach usually has the more complete network view?","Distance vector","Link state","Neither ever has a network view","Only static routing","B","Link-state protocols usually have the more complete network view.","routing theory","network view comparison","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Which routing approach usually converges faster?","Distance vector","Link state","Static routing only","Both always converge equally","B","Link-state protocols usually converge faster than distance-vector protocols.","routing theory","convergence comparison","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","What is the correct high-level PDU order from application data down to the wire?","Data, packet, segment, frame, bits","Data, segment, packet, frame, bits","Bits, frame, packet, segment, data","Segment, data, packet, bits, frame","B","The usual encapsulation order is data to segment to packet to frame to bits.","encapsulation","pdu order","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Which statement best distinguishes Layer 2 local delivery from Layer 3 routing?","Layer 2 uses MAC addresses within a LAN while Layer 3 uses IP addresses between networks","Layer 2 uses DHCP while Layer 3 uses DNS","Layer 2 always broadcasts while Layer 3 always multicasts","Layer 2 is wireless only while Layer 3 is wired only","A","Layer 2 uses MAC addresses for local delivery and Layer 3 uses IP for routing between networks.","osi model","layer 2 versus layer 3 forwarding","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Why does a broadcast normally stay inside one VLAN?","Because a VLAN is a Layer 2 broadcast domain boundary","Because routers copy broadcasts into every subnet","Because CAM tables convert broadcasts into unicasts","Because DHCP scopes block broadcast frames","A","A VLAN is a Layer 2 broadcast domain so broadcasts normally stay inside it.","vlan","broadcast containment","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","A host receives a DHCP Offer after sending Discover. What is the next DORA step from the client?","Acknowledge","Release","Request","Discover again","C","After Offer the client sends Request in the DORA process.","dhcp dora","offer to request","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Which bridge-role description best matches the guide's use of the term root bridge?","The switch chosen as the central STP reference based on bridge ID","The switch with the highest VLAN number","The router that provides the default route","The switch with the largest CAM table","A","The root bridge is the STP reference switch chosen by bridge ID.","stp","root bridge deeper","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","What characteristic best defines the root port on a non-root switch?","It is the port with the best path toward the root bridge","It is always the port with the highest number","It is the port that carries the native VLAN","It is permanently disabled to prevent loops","A","The root port is the port with the best path toward the root bridge.","stp","root port deeper","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","What characteristic best defines a designated port in STP?","It is the forwarding port chosen for a network segment","It is the default gateway for a VLAN","It is the only port that can send ARP","It is the administrative console port","A","A designated port is the forwarding port chosen for a network segment.","stp","designated port deeper","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Why is a blocked STP port still useful even though it does not forward user traffic?","It remains available to prevent loops and can participate in topology control","It provides DNS replies for the VLAN","It stores DHCP scopes for the switch","It becomes the default route automatically","A","A blocked port still serves STP topology control and helps prevent loops.","stp","blocked port value","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Which statement best summarizes the two broad functions of a Layer 3 switch?","It repeats bits and terminates fiber","It switches frames and routes packets","It assigns hostnames and subnet masks","It encrypts traffic and resolves names","B","A Layer 3 switch can switch frames and route packets.","layer 3 switch","combined functions deeper","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Why can a host send directly to another device on the same subnet without using the default gateway?","Because the host can resolve the destination MAC and deliver the frame locally","Because DHCP disables routing on that subnet","Because the default route is ignored whenever the subnet mask is /24","Because the trunk port forwards every frame automatically","A","For same-subnet traffic the host can resolve the destination MAC and send locally.","routing situations","same subnet local delivery","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Why must a host compare the destination with its own subnet information before sending traffic?","To decide whether to send directly or use the default gateway","To choose the STP root bridge","To build a CAM table entry","To assign the native VLAN","A","A host compares destination and subnet information to decide whether traffic is local or remote.","routing situations","local versus remote decision","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","What kind of line in the guide can generate several related subnetting questions by itself?","A line about the weather","A line listing network ID broadcast address subnet mask and usable host range","A line listing only the course name","A line describing window size","B","The subnetting checklist can generate multiple separate questions because each item is testable.","subnetting","multiple quiz targets","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What is the main advantage of using a Layer 3 switch for inter-VLAN communication inside a campus network?","It can route between VLANs while still performing normal Layer 2 switching","It removes the need for IP addresses","It turns all access ports into trunks","It prevents all broadcasts on every VLAN","A","A Layer 3 switch can route between VLANs while still performing normal Layer 2 switching.","layer 3 switch","campus inter-vlan use","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Why is multicast more bandwidth-efficient than broadcast when only a subset of receivers needs the traffic?","Because multicast reaches only the interested group instead of every host in the broadcast domain","Because multicast never uses IP addresses","Because multicast replaces routing tables","Because multicast disables switching loops","A","Multicast is more efficient because it reaches only the intended group rather than every host in the broadcast domain.","traffic types","multicast efficiency","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Which statement best describes why routers separate broadcast domains?","Routers forward frames based on MAC addresses only","Routers operate at Layer 3 and do not forward Layer 2 broadcasts between subnets","Routers replace every ARP table with a CAM table","Routers treat every subnet as one large VLAN","B","Routers operate at Layer 3 and do not forward Layer 2 broadcasts between subnets.","routing fundamentals","broadcast domain separation","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Which statement best distinguishes RIP from OSPF at a high level?","RIP is distance-vector and OSPF is link-state","RIP is link-state and OSPF is distance-vector","Both are MAC-based switching protocols","Both are DHCP extensions","A","RIP is distance-vector while OSPF is link-state.","routing protocols","rip versus ospf","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","What is the practical effect of summarizing several contiguous routes into one advertisement?","Routers can carry a smaller and cleaner view of reachable networks","Every host gains more usable addresses","STP no longer needs a root bridge","VLAN tags are removed from trunks","A","Summarization lets routers carry a smaller and cleaner view of reachable networks.","route summarization","advertisement effect","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"hard","Why does an access port normally send endpoint traffic untagged even in a VLAN environment?","Because the switch handles VLAN membership internally for the endpoint-facing link","Because endpoints can never use IP addresses","Because untagged traffic automatically becomes multicast","Because access ports do not belong to VLANs","A","Access ports normally send endpoint traffic untagged because the switch handles the VLAN membership internally for that endpoint-facing link.","trunking","access port untagged behavior","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
